model,epoch_model,org,org_cat,country,date,open_weights,accessibility,arch,moe,N_total,N_active,N,D,D_src,D_flag,D_epoch,epochs,C_epoch,C_method,confidence,C_D_ratio,D_C_mismatch,code,distilled,notable,frontier,hf_dev,core,in_B,M,C6,sample
GShard (dense),GShard (dense),Google,Industry,United States of America,2020-06-30,False,Unreleased,dense,False,2300000000.0,2300000000.0,2300000000.0,462222222222.6667,Epoch dataset size x epochs,words->tokens x4/3,346666666667.0,,4.765e+22,"Operation counting,Hardware",Confident,7.470213210695158,True,False,False,True,True,,True,False,200.96618357507248,6.3786666666728e+21,A
GShard (600B),GShard (600B),Google,Industry,United States of America,2020-06-30,False,Unreleased,dense,False,600000000000.0,600000000000.0,600000000000.0,1333333333333.3333,Epoch dataset size x epochs,words->tokens x4/3,1000000000000.0,,1.33e+22,"Third-party estimation,Hardware",Confident,0.0027708333333333335,False,False,False,False,False,,True,False,2.222222222222222,4.7999999999999996e+24,A
GPT-3 6.7B,GPT-3 6.7B,OpenAI,Industry,United States of America,2020-06-22,False,nan,dense,False,6660000000.0,6660000000.0,6660000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,,1.2e+22,Reported,Confident,1.001001001001001,False,False,False,False,False,,True,False,45.04504504504504,1.1988e+22,A
GPT-3 XL,GPT-3 XL,OpenAI,Industry,United States of America,2020-06-22,False,nan,dense,False,1320000000.0,1320000000.0,1320000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,,2.38e+21,Reported,Confident,1.0016835016835017,False,False,False,False,False,,True,False,227.27272727272728,2.376e+21,A
GPT-3 Small,GPT-3 Small,OpenAI,Industry,United States of America,2020-06-22,False,nan,dense,False,125000000.0,125000000.0,125000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,,2.25e+20,Reported,Confident,1.0,False,False,False,False,False,,False,False,2400.0,2.25e+20,A
GPT-3 Medium,GPT-3 Medium,OpenAI,Industry,United States of America,2020-06-22,False,nan,dense,False,356000000.0,356000000.0,356000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,,6.41e+20,Reported,Confident,1.0003121098626717,False,False,False,False,False,,False,False,842.6966292134831,6.408e+20,A
GPT-3 Large,GPT-3 Large,OpenAI,Industry,United States of America,2020-06-22,False,nan,dense,False,760000000.0,760000000.0,760000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,,1.37e+21,Reported,Confident,1.0014619883040936,False,False,False,False,False,,True,False,394.7368421052632,1.368e+21,A
GPT-3 2.7B,GPT-3 2.7B,OpenAI,Industry,United States of America,2020-06-22,False,nan,dense,False,2650000000.0,2650000000.0,2650000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,,4.77e+21,Reported,Confident,1.0,False,False,False,False,False,,True,False,113.20754716981132,4.77e+21,A
GPT-3 13B,GPT-3 13B,OpenAI,Industry,United States of America,2020-06-22,False,nan,dense,False,12850000000.0,12850000000.0,12850000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,,2.31e+22,Reported,Confident,0.9987029831387808,False,False,False,False,False,,True,False,23.346303501945524,2.313e+22,A
GPT-3 175B (davinci),GPT-3 175B (davinci),OpenAI,Industry,United States of America,2020-05-28,False,API access,dense,False,174600000000.0,174600000000.0,174600000000.0,300000000000.0,Epoch dataset size x epochs,fixed: Brown et al. (2020) Table D.1: all GPT-3 models trained for 300B tokens; Epoch records 238B words x 0.6 epochs,142800000000.0,0.6,3.14e+23,Reported,Confident,0.9991090747104494,False,False,False,True,True,,True,False,1.7182130584192439,3.1428e+23,A
GPT3-6.7B (rerun of original),GPT3-6.7B (rerun of original),"Microsoft,OpenAI","Industry,Industry","United States of America,United States of America",2020-05-28,False,Unreleased,dense,False,6700000000.0,6700000000.0,6700000000.0,300000000000.0,Epoch dataset size x epochs,,300000000000.0,1.0,1.2e+22,Operation counting,Confident,0.9950248756218905,False,False,False,False,False,,True,False,44.776119402985074,1.206e+22,A
FFN SwiGLU,FFN SwiGLU,Google,Industry,United States of America,2020-02-14,False,Unreleased,dense,False,220000000.0,220000000.0,220000000.0,50600083456.0,Epoch dataset size x epochs,,50600083456.0,,3.3687317e+19,"Hardware,Operation counting",Confident,0.5043607234197859,True,False,False,True,False,,False,False,230.00037934545455,6.679211016192e+19,A
RMSNorm (Transformer-base),RMSNorm (Transformer-base),"University of Edinburgh,University of Zurich","Academia,Academia","United Kingdom,Switzerland",2019-10-16,False,Unreleased,dense,False,65000000.0,65000000.0,65000000.0,7500000000.0,Epoch dataset size x epochs,,7500000000.0,,2.7570535e+18,"Operation counting,Hardware",Confident,0.9425823931623931,False,False,False,False,False,,False,False,115.38461538461539,2.925e+18,A
Megatron-LM (8.3B),Megatron-LM (8.3B),Nvidia,Industry,United States of America,2019-09-17,False,Unreleased,dense,False,8300000000.0,8300000000.0,8300000000.0,204160000000.00003,Epoch dataset size x epochs,,204160000000.00003,4.4,9.1e+21,"Hardware,Operation counting,Third-party estimation",Likely,0.8950378315770919,False,False,False,True,True,,True,False,24.597590361445786,1.0167168000000002e+22,A
Megatron-LM (2.5B),Megatron-LM (2.5B),Nvidia,Industry,United States of America,2019-09-17,False,Unreleased,dense,False,2500000000.0,2500000000.0,2500000000.0,157266666666.66666,Epoch C/(6N) (operation counting),D from compute,,3.4,2.359e+21,Operation counting,Likely,1.0000000000000002,False,False,False,False,False,,True,False,62.90666666666666,2.3589999999999997e+21,A
Megatron-LM (355M),Megatron-LM (355M),Nvidia,Industry,United States of America,2019-09-17,True,Open weights (unrestricted),dense,False,355000000.0,355000000.0,355000000.0,204160000000.00003,Epoch dataset size x epochs,,204160000000.00003,4.4,3.35e+20,Operation counting,Confident,0.7703614581953581,False,False,False,False,False,,False,False,575.0985915492959,4.3486080000000007e+20,A
Megatron-LM (1.2B),Megatron-LM (1.2B),Nvidia,Industry,United States of America,2019-09-17,False,Unreleased,dense,False,1200000000.0,1200000000.0,1200000000.0,157000000000.0,Epoch dataset size x epochs,,157000000000.0,,1.1304e+21,Operation counting,Confident,1.0,False,False,False,True,False,,True,False,130.83333333333334,1.1304e+21,A
Grover-Mega,Grover-Mega,University of Washington,Academia,United States of America,2019-05-29,True,Open weights (unrestricted),dense,False,1500000000.0,1500000000.0,1500000000.0,515402033333.3333,Epoch dataset size x epochs,words->tokens via C/(6N),416000000000.0,13.0,4.6386183e+21,"Hardware,Operation counting",Confident,1.0,False,False,False,False,True,,True,False,343.60135555555553,4.6386183e+21,A
GPT-2 (1.5B),GPT-2 (1.5B),OpenAI,Industry,United States of America,2019-02-14,True,Open weights (unrestricted),dense,False,1500000000.0,1500000000.0,1500000000.0,213333333333.3333,Epoch dataset size x epochs,,213333333333.3333,20.0,1.920000000001e+21,Operation counting,Speculative,1.000000000000521,False,False,False,True,False,,False,False,142.2222222222222,1.9199999999999997e+21,A
